site,link,title 
Google News,/news/rtc?ncl=djTCwLYVUWiHi6M2jTY8dPyEazAGM&authuser=0&ned=us&topic=h,See realtime coverage
Google News,http://www.foxnews.com/world/2017/04/08/us-navy-aircraft-carrier-reverse-course-heads-back-toward-korean-peninsula.html,
Google News,,
Google News,/news/section?cf=all&hl=en&pz=1&ned=us&q=Korean+Peninsula&ict=clu_top," Korean Peninsula »
"
Google News,/news/section?cf=all&hl=en&pz=1&ned=us&q=North+Korea&ict=clu_top," North Korea »
"
Google News,http://www.defensenews.com/articles/carrier-vinson-and-strike-group-ordered-back-to-korean-waters,
Google News,http://thehill.com/policy/defense/327983-navy-strike-group-moving-toward-korean-peninsula-report,
Google News,http://www.dailymail.co.uk/news/article-4394456/U-S-Navy-group-heading-Korean-peninsula.html,
USA TODAY: Latest World and US News  - USATODAY.com,/story/news/world/2017/04/08/syria-shayrat-airbase/100206714/,
USA TODAY: Latest World and US News  - USATODAY.com,/story/news/world/2017/04/08/iraq-islamic-state-jalawla-reconstruction-isis/99843836/,
USA TODAY: Latest World and US News  - USATODAY.com,/story/news/politics/2017/04/08/trump-war-powers-notice-to-congress-on-syria-strikes/100165628/,
USA TODAY: Latest World and US News  - USATODAY.com,/story/money/2017/04/07/hhgregg-close-all-stores-after-failing-find-buyer/100183284/,
USA TODAY: Latest World and US News  - USATODAY.com,/story/news/nation-now/2017/04/08/mom-seeks-justice-11-year-olds-suicide-girl-bully-needs-pay/100206098/,
USA TODAY: Latest World and US News  - USATODAY.com,/story/news/nation/2017/04/08/black-girls-have-playing-white-dolls/100137970/,
USA TODAY: Latest World and US News  - USATODAY.com,/story/sports/columnist/brennan/2017/04/08/jordan-spieth-gets-position-win-masters/100224378/,
USA TODAY: Latest World and US News  - USATODAY.com,/story/news/nation-now/2017/04/08/report-ala-gov-bentley-misused-vehicles-personnel-affair/100206764/,
USA TODAY: Latest World and US News  - USATODAY.com,/story/news/2017/04/08/us-soldier-killed-afghanistan-during-anti-isis-operation/100215202/,
USA TODAY: Latest World and US News  - USATODAY.com,http://ftw.usatoday.com/2017/04/iowa-state-football-spring-game-kyle-starcevich-proposal-tori-monroe,
USA TODAY: Latest World and US News  - USATODAY.com,http://mmajunkie.com/2017/04/ufc-210-play-by-play-and-live-results-615-p-m-et-1,
USA TODAY: Latest World and US News  - USATODAY.com,/story/life/people/2017/04/08/omarosa-manigault-marries-pastor-john-allen-newman-at-trump-hotel-in-dc/100211312/,
"The New York Times - Breaking News, World News & Multimedia",http://www.nytimes.com/section/obituaries,Obituaries »
"The New York Times - Breaking News, World News & Multimedia",https://www.nytimes.com/2017/04/08/theater/tim-pigott-smith-dead-british-actor.html,"

                    ,
        
        ,
    "
"The New York Times - Breaking News, World News & Multimedia",https://www.nytimes.com/2017/04/07/nyregion/glenn-obrien-dies-warhol-editor.html,"
            Glenn O’Brien, Writer and Editor Who Gained Fame With Warhol, Dies at 70        "
"The New York Times - Breaking News, World News & Multimedia",https://www.nytimes.com/2017/04/07/us/lorraine-waxman-pearce-dead-white-house-curator-for-kennedy.html,"
            Lorraine Pearce Dies at 82; First White House Curator, Hired by the Kennedys        "
"The New York Times - Breaking News, World News & Multimedia",http://www.nytimes.com/section/arts/television,Television »
"The New York Times - Breaking News, World News & Multimedia",https://www.nytimes.com/2017/04/07/arts/television/burning-sands-the-quad-the-ugly-truths-of-hazing-onscreen.html,"

                    ,
        
        ,
    "
"The New York Times - Breaking News, World News & Multimedia",https://www.nytimes.com/2017/04/07/arts/television/netflix-chewing-gum-season-2-review.html,"
            Review: In ‘Chewing Gum,’ a Young Woman Hilariously Tries to Lose Her Virginity        "
"The New York Times - Breaking News, World News & Multimedia",https://www.nytimes.com/2017/04/07/arts/television/the-blame-for-barney-im-a-little-guilty.html,"
            The Blame for ‘Barney’? I’m a Little Guilty        "
"The New York Times - Breaking News, World News & Multimedia",http://www.nytimes.com/pages/health/index.html,Health »
"The New York Times - Breaking News, World News & Multimedia",https://www.nytimes.com/2017/04/07/health/insurers-stem-losses-and-may-soon-profit-from-obamacare-plans.html,"

                    ,
        
        ,
    "
"The New York Times - Breaking News, World News & Multimedia",https://www.nytimes.com/2017/04/07/health/hpv-human-papillomavirus-q-and-a.html,"
            Short Answers to Hard Questions About HPV        "
" Washington Post: National, World & D.C. Area News and Headlines - The Washington Post",http://www.washingtonpost.com/posttv/c/video/topic/world,World
" Washington Post: National, World & D.C. Area News and Headlines - The Washington Post",http://www.washingtonpost.com/posttv/c/video/topic/topnews,Top News
" Washington Post: National, World & D.C. Area News and Headlines - The Washington Post",http://www.washingtonpost.com/posttv/c/video/topic/entertainment,Entertainment
" Washington Post: National, World & D.C. Area News and Headlines - The Washington Post",http://www.washingtonpost.com/posttv/c/video/topic/local,Local
" Washington Post: National, World & D.C. Area News and Headlines - The Washington Post",http://www.washingtonpost.com/posttv/c/video/topic/popularvideo,Popular Video
" Washington Post: National, World & D.C. Area News and Headlines - The Washington Post",http://www.washingtonpost.com/posttv/c/video/topic/politics,Politics
" Washington Post: National, World & D.C. Area News and Headlines - The Washington Post",http://www.washingtonpost.com/posttv/c/live,Live
" Washington Post: National, World & D.C. Area News and Headlines - The Washington Post",http://www.washingtonpost.com/posttv/c/video/topic/sports,Sports
" Washington Post: National, World & D.C. Area News and Headlines - The Washington Post",http://www.washingtonpost.com/posttv/c/video/topic/opinions,Opinions
" Washington Post: National, World & D.C. Area News and Headlines - The Washington Post",http://www.washingtonpost.com/posttv/c/video/topic/national,National
" Washington Post: National, World & D.C. Area News and Headlines - The Washington Post",http://www.washingtonpost.com/posttv/c/video/topic/business,Business
"Home - BBC News,BBC News",/news/uk,
"Home - BBC News,BBC News",/news/england,
"Home - BBC News,BBC News",/news/northern_ireland,
"Home - BBC News,BBC News",/news/scotland,
"Home - BBC News,BBC News",/news/wales,
"Home - BBC News,BBC News",/news/politics,
"Home - BBC News,BBC News",/news/business,"
                        ,
                    "
"Home - BBC News,BBC News",/news/business,
"Home - BBC News,BBC News",http://www.bbc.co.uk/news/business/market_data,
"Home - BBC News,BBC News",/news/business/markets,
"Home - BBC News,BBC News",/news/business-38507481,
"Home - BBC News,BBC News",/news/business/companies,
"Home - BBC News,BBC News",/news/business-22434141,
"Home - BBC News,BBC News",/news/business-11428889,
"News, sport and opinion from the Guardian's US edition | The Guardian",https://www.theguardian.com/us/environment,"
environment
"
"News, sport and opinion from the Guardian's US edition | The Guardian",#footer-nav,"
,
,
"
"News, sport and opinion from the Guardian's US edition | The Guardian",https://www.theguardian.com/world/2017/apr/09/no-peace-in-syria-until-assad-is-ousted-says-nikki-haley," , "
"News, sport and opinion from the Guardian's US edition | The Guardian",https://www.theguardian.com/world/2017/apr/08/syria-khan-sheikun-sarin-attack-strike-trump-views-unclear, Trump defends policy as warplanes hit town again
"News, sport and opinion from the Guardian's US edition | The Guardian",https://www.theguardian.com/world/2017/apr/08/syria-town-mourning-chemical-attack, The father who lost more than 20 relatives
"News, sport and opinion from the Guardian's US edition | The Guardian",https://www.theguardian.com/world/2017/apr/08/could-britain-have-sold-sarin-chemicals-assad-syria, Could Britain have sold chemicals to Assad’s regime?
"News, sport and opinion from the Guardian's US edition | The Guardian",https://www.theguardian.com/world/2017/apr/08/syria-khan-sheikun-sarin-attack-strike-trump-views-unclear, Trump defends policy as warplanes hit town again
"News, sport and opinion from the Guardian's US edition | The Guardian",https://www.theguardian.com/world/2017/apr/08/syria-town-mourning-chemical-attack, The father who lost more than 20 relatives
"News, sport and opinion from the Guardian's US edition | The Guardian",https://www.theguardian.com/world/2017/apr/08/could-britain-have-sold-sarin-chemicals-assad-syria, Could Britain have sold chemicals to Assad’s regime?
"News, sport and opinion from the Guardian's US edition | The Guardian",https://www.theguardian.com/world/2017/apr/09/no-peace-in-syria-until-assad-is-ousted-says-nikki-haley,"No peace until Assad is ousted, says Nikki Haley"
"News, sport and opinion from the Guardian's US edition | The Guardian",https://www.theguardian.com/us-news/2017/apr/09/bannon-and-kushner-agree-to-bury-the-hatchet-after-white-house-peace-talks," , "
"NBC News - Breaking News & Top Stories - Latest World, US & Local News",/news/us-news/nbc-affiliates-n19981,Find your local NBC News affiliate 
"NBC News - Breaking News & Top Stories - Latest World, US & Local News",http://nbcnews.weather.com/weather/today/10113?par=nbcnews&site=nbcnews.com&cm_ven=nbcnews&cm_cat=ExtForecast&cm_pla=WxModule&cm_ite=CityPage,"Extended Forecast
                          "
"NBC News - Breaking News & Top Stories - Latest World, US & Local News",http://nbcnews.weather.com/?par=nbcnews&site=nbcnews.com&cm_ven=nbcnews&cm_cat=TextLogo&cm_pla=WxModule&cm_ite=HomePage,
"NBC News - Breaking News & Top Stories - Latest World, US & Local News",/news/us-news/trump-s-options-north-korea-include-placing-nukes-south-korea-n743571,"
                              ,
                            "
"NBC News - Breaking News & Top Stories - Latest World, US & Local News",/news/us-news/trump-s-options-north-korea-include-placing-nukes-south-korea-n743571,"
                            ,
                          "
"NBC News - Breaking News & Top Stories - Latest World, US & Local News",,"
                            ,
                          "
"NBC News - Breaking News & Top Stories - Latest World, US & Local News",,
"NBC News - Breaking News & Top Stories - Latest World, US & Local News",/news/world/russia-s-putin-sees-u-s-airstrikes-syria-aggression-reports-n743696,"
                              ,
                            "
"NBC News - Breaking News & Top Stories - Latest World, US & Local News",/news/world/russia-s-putin-sees-u-s-airstrikes-syria-aggression-reports-n743696,"
                            ,
                          "
"NBC News - Breaking News & Top Stories - Latest World, US & Local News",/news/world,World
Breaking News and Opinion on The Huffington Post | The Huffington Post,/author/janicholson3-732,"
"
Breaking News and Opinion on The Huffington Post | The Huffington Post,/author/janicholson3-732,"
"
Breaking News and Opinion on The Huffington Post | The Huffington Post,http://www.huffingtonpost.com/entry/how-to-prepare-for-crazy-travel-delays_us_58e91be8e4b0acd784ca58d4?jon&ncid=inblnkushpmg00000009,"
,
"
Breaking News and Opinion on The Huffington Post | The Huffington Post,http://www.huffingtonpost.com/entry/us-womens-hockey-2017-world-champs_us_58e84c53e4b00de14103b451?9rw&ncid=inblnkushpmg00000009,The U.S. Women's Hockey Team Had Boycotted For Fair Pay. Now They're World Champs
Breaking News and Opinion on The Huffington Post | The Huffington Post,http://www.huffingtonpost.com/entry/us-womens-hockey-2017-world-champs_us_58e84c53e4b00de14103b451?9rw&ncid=inblnkushpmg00000009,"
,
"
Breaking News and Opinion on The Huffington Post | The Huffington Post,http://www.huffingtonpost.com/entry/taran-killam-confirms-trump-couldnt-read-at-snl_us_58e7974be4b05413bfe222ee?ncid=inblnkushpmg00000009,Former 'SNL' Star Confirms Your Worst Suspicion About Trump
Breaking News and Opinion on The Huffington Post | The Huffington Post,http://www.huffingtonpost.com/entry/taran-killam-confirms-trump-couldnt-read-at-snl_us_58e7974be4b05413bfe222ee?ncid=inblnkushpmg00000009,"
,
"
Breaking News and Opinion on The Huffington Post | The Huffington Post,http://www.huffingtonpost.com/entry/nra-employee-shoots-himself_us_58e7f971e4b00de1410384e7?lv5&ncid=inblnkushpmg00000009,NRA Employee Accidentally Shoots Himself On The Job
Breaking News and Opinion on The Huffington Post | The Huffington Post,http://www.huffingtonpost.com/entry/nra-employee-shoots-himself_us_58e7f971e4b00de1410384e7?lv5&ncid=inblnkushpmg00000009,"
,
"
"Los Angeles Times - California, national and world news - Los Angeles Times",https://lafoodbowl.com/,
"Los Angeles Times - California, national and world news - Los Angeles Times",https://lafoodbowl.com/,"A new kind of food festival, Los Angeles Times FOOD BOWL is 31 days of food"
"Los Angeles Times - California, national and world news - Los Angeles Times",https://lafoodbowl.com/,learn more
"Los Angeles Times - California, national and world news - Los Angeles Times",http://enewspaper.latimes.com,
"Los Angeles Times - California, national and world news - Los Angeles Times",http://enewspaper.latimes.com,"Try our eNewspaper, where every page reads exactly as it does in print"
"Los Angeles Times - California, national and world news - Los Angeles Times",http://enewspaper.latimes.com,learn more
"Los Angeles Times - California, national and world news - Los Angeles Times",#,
"Los Angeles Times - California, national and world news - Los Angeles Times",#,
"Los Angeles Times - California, national and world news - Los Angeles Times",http://www.latimes.com/columnists/,View More
"Los Angeles Times - California, national and world news - Los Angeles Times",/opinion/editorials/la-ed-teacher-shortage-20170408-story.html#nt=oft13a-13gp1,
"Los Angeles Times - California, national and world news - Los Angeles Times",/opinion/editorials/#nt=oft13a-13gp1,Editorial
"Los Angeles Times - California, national and world news - Los Angeles Times",/opinion/editorials/la-ed-teacher-shortage-20170408-story.html#nt=oft13a-13gp1,"If teachers didn't pay income tax, would they be less likely to quit?"
Fox News - Breaking News Updates | Latest News Headlines | Photos & News Videos,//www.foxnews.com/sports.html,Sports
Fox News - Breaking News Updates | Latest News Headlines | Photos & News Videos,//www.foxnews.com/weather/index.html,Weather
Fox News - Breaking News Updates | Latest News Headlines | Photos & News Videos,//www.foxnews.com/on-air/americas-news-hq/index.html,America's News HQ
Fox News - Breaking News Updates | Latest News Headlines | Photos & News Videos,//www.foxnews.com/on-air/americas-newsroom/index.html,America's Newsroom
Fox News - Breaking News Updates | Latest News Headlines | Photos & News Videos,//www.foxnews.com/shows/your-world-cavuto.html,Cavuto
Fox News - Breaking News Updates | Latest News Headlines | Photos & News Videos,//www.foxnews.com/on-air/fox-files/,Fox Files
Fox News - Breaking News Updates | Latest News Headlines | Photos & News Videos,//www.foxnews.com/shows/fox-news-reporting.html,Fox News Reporting
Fox News - Breaking News Updates | Latest News Headlines | Photos & News Videos,//www.foxnews.com/on-air/fox-news-sunday-chris-wallace/,Fox News Sunday
Fox News - Breaking News Updates | Latest News Headlines | Photos & News Videos,//www.foxnews.com/on-air/fox-and-friends-first/,Fox & Friends First
Fox News - Breaking News Updates | Latest News Headlines | Photos & News Videos,//www.foxnews.com/on-air/fox-and-friends/index.html,Fox & Friends
Fox News - Breaking News Updates | Latest News Headlines | Photos & News Videos,//www.foxnews.com/on-air/fox-and-friends/index.html?page=weekend,Fox & Friends Weekend
Fox News - Breaking News Updates | Latest News Headlines | Photos & News Videos,//www.foxnews.com/on-air/geraldo/index.html,Geraldo Rivera Reports
"ABC News – Breaking News, Latest News, Headlines & Videos",http://abcnews.go.com/Live,Live
"ABC News – Breaking News, Latest News, Headlines & Videos",http://abcnews.go.com/Video,Watch
"ABC News – Breaking News, Latest News, Headlines & Videos",http://abcnews.go.com/Politics/trump-defends-decision-hit-runway-syrian-airbase/story?id=46677805,"
									,
								"
"ABC News – Breaking News, Latest News, Headlines & Videos",http://abcnews.go.com/Politics/trump-defends-decision-hit-runway-syrian-airbase/story?id=46677805,"
								Trump defends decision not to hit runway on Syrian airbase
							"
"ABC News – Breaking News, Latest News, Headlines & Videos",http://abcnews.go.com/International/warplanes-strike-syrian-town-chemical-attack-killed-dozens/story?id=46672950,"
											Warplanes strike Syrian town where chemical attack killed dozens, activists say
										"
"ABC News – Breaking News, Latest News, Headlines & Videos",http://abcnews.go.com/International/us-prepared-syria-chemical-weapons/story?id=46671104,"
											US 'prepared to do more' in Syria if chemical weapons used again
										"
"ABC News – Breaking News, Latest News, Headlines & Videos",http://abcnews.go.com/International/us-aircraft-carrier-heads-back-korean-peninsula/story?id=46680924,US aircraft carrier heads back to Korean peninsula
"ABC News – Breaking News, Latest News, Headlines & Videos",http://abcnews.go.com/Technology/wireStory/hacker-group-releases-password-alleged-nsa-files-46678513,Hackers release password to alleged NSA files
"ABC News – Breaking News, Latest News, Headlines & Videos",http://abcnews.go.com/Politics/wireStory/obama-aides-push-back-criticism-inaction-syria-46673923,Obama aides push back against criticism of inaction on Syria
"ABC News – Breaking News, Latest News, Headlines & Videos",http://abcnews.go.com/US/wireStory/person-dead-shooting-mall-south-florida-46675698,"1 dead, 2 wounded in shooting at upscale Florida gym"
"ABC News – Breaking News, Latest News, Headlines & Videos",http://abcnews.go.com/International/american-soldier-killed-fighting-isis-afghanistan/story?id=46676116,US soldier killed fighting ISIS in Afghanistan 
"The Wall Street Journal & Breaking News, Business, Financial and Economic News, World News and Video",http://www.wsj.com/public/page/leisure-arts.html,Arts in Review
"The Wall Street Journal & Breaking News, Business, Financial and Economic News, World News and Video",http://www.wsj.com/public/page/book-reviews.html,Book Reviews
"The Wall Street Journal & Breaking News, Business, Financial and Economic News, World News and Video",http://www.wsj.com/news/types/commentary-u-s,Commentary
"The Wall Street Journal & Breaking News, Business, Financial and Economic News, World News and Video",http://www.wsj.com/public/page/editorials.html,Editorials
"The Wall Street Journal & Breaking News, Business, Financial and Economic News, World News and Video",http://www.wsj.com/public/page/letters.html,Letters to the Editor
"The Wall Street Journal & Breaking News, Business, Financial and Economic News, World News and Video",http://www.wsj.com/news/column/Best%20of%20the%20Web%20Today,Best of the Web
"The Wall Street Journal & Breaking News, Business, Financial and Economic News, World News and Video",http://www.wsj.com/public/page/latest-opinion-analysis-columns.html,Columnists
"The Wall Street Journal & Breaking News, Business, Financial and Economic News, World News and Video",http://wsj.com/morning,Morning Editorial Report
"The Wall Street Journal & Breaking News, Business, Financial and Economic News, World News and Video",http://www.wsj.com/news/author/5356,Peggy Noonan
"The Wall Street Journal & Breaking News, Business, Financial and Economic News, World News and Video",http://www.wsj.com/public/page/political-diary.html,Political Diary
"The Wall Street Journal & Breaking News, Business, Financial and Economic News, World News and Video",http://www.wsj.com/video/browse/opinion,Opinion Video
"The Wall Street Journal & Breaking News, Business, Financial and Economic News, World News and Video",http://www.wsj.com/podcasts/latest/wsj-opinion-potomac-watch,Potomac Watch Podcast
"The Wall Street Journal & Breaking News, Business, Financial and Economic News, World News and Video",http://www.wsj.com/podcasts/latest/wsj-opinion-foreign-edition,Foreign Edition Podcast
Yahoo News - Latest News & Headlines,/news/russia-china-wanted-chemical-weapons-102059090.html,
Google News,/news/more?ncl=djTCwLYVUWiHi6M2jTY8dPyEazAGM&authuser=0&ned=us&topic=h,See all 41 sources »
Google News,/news/section?cf=all&hl=en&pz=1&ned=us&q=Korean+Peninsula&ict=clu_top," Korean Peninsula »
"
Google News,/news/section?cf=all&hl=en&pz=1&ned=us&q=North+Korea&ict=clu_top," North Korea »
"
Google News,http://www.cnn.com/2017/04/08/politics/trump-bannon-kushner-divisions/,
Google News,/news/rtc?ncl=d2r8u8Z2KWW4wKMizXzUEalxnv4OM&authuser=0&ned=us&topic=h,See realtime coverage
Google News,http://www.cnn.com/2017/04/08/politics/trump-bannon-kushner-divisions/,
Google News,,
Google News,/news/section?cf=all&hl=en&pz=1&ned=us&q=Donald+Trump&ict=clu_top," Donald Trump »
"
Google News,/news/section?cf=all&hl=en&pz=1&ned=us&q=Jared+Kushner&ict=clu_top," Jared Kushner »
"
USA TODAY: Latest World and US News  - USATODAY.com,/story/sports/golf/2017/04/08/column-spieth-has-a-chip-and-a-chair-in-masters-pursuit/100229302/,
USA TODAY: Latest World and US News  - USATODAY.com,/story/tech/columnist/2017/04/08/how-slash-your-electric-bill-killing-vampire-power-drains/100206128/,
USA TODAY: Latest World and US News  - USATODAY.com,/story/tech/reviewedcom/2017/04/07/these-laptops-prove-the-dvd-drive-isnt-extinct-yet/100172434/,
USA TODAY: Latest World and US News  - USATODAY.com,/story/life/tv/2017/04/05/save-our-shows-2017-returning-canceled-bubble-shows/99982602/,
USA TODAY: Latest World and US News  - USATODAY.com,/story/money/2017/04/06/pepsis-ad-diversity/100133470/,
USA TODAY: Latest World and US News  - USATODAY.com,#,
USA TODAY: Latest World and US News  - USATODAY.com,,
USA TODAY: Latest World and US News  - USATODAY.com,,
USA TODAY: Latest World and US News  - USATODAY.com,,
USA TODAY: Latest World and US News  - USATODAY.com,,
USA TODAY: Latest World and US News  - USATODAY.com,/media/latest/videos/home/,"See
                                more video"
USA TODAY: Latest World and US News  - USATODAY.com,#,
"The New York Times - Breaking News, World News & Multimedia",https://www.nytimes.com/2017/04/07/well/family/new-mexico-outlaws-school-lunch-shaming.html,"
            New Mexico Outlaws School ‘Lunch Shaming’        "
"The New York Times - Breaking News, World News & Multimedia",http://www.nytimes.com/section/travel,Travel »
"The New York Times - Breaking News, World News & Multimedia",https://www.nytimes.com/interactive/2017/04/06/travel/what-to-do-36-hours-in-cyprus.html,"

                    ,
        
        ,
    "
"The New York Times - Breaking News, World News & Multimedia",https://www.nytimes.com/2017/04/04/travel/laos-mekong-river-khmer-temple.html,"
            Explorer: Along the Mekong River, a Timeless Place Where Time Marches On        "
"The New York Times - Breaking News, World News & Multimedia",https://www.nytimes.com/2017/04/06/travel/where-to-find-good-coffee-in-midtown-manhattan-new-york-city.html,"
            Heads Up: Well-Made Coffee Migrates to Midtown Manhattan        "
"The New York Times - Breaking News, World News & Multimedia",http://www.nytimes.com/section/books,Books »
"The New York Times - Breaking News, World News & Multimedia",https://www.nytimes.com/2017/04/07/books/visions-of-snowflakes-dance-in-bill-oreillys-head-in-old-school.html,"

                    ,
        
        ,
    "
"The New York Times - Breaking News, World News & Multimedia",https://www.nytimes.com/2017/04/04/books/review/an-american-sickness-elisabeth-rosenthal.html,"
            Nonfiction: Why an Open Market Won’t Repair American Health Care        "
"The New York Times - Breaking News, World News & Multimedia",https://www.nytimes.com/2017/04/04/books/review/no-one-cares-about-crazy-people-ron-powers.html,"
            Nonfiction: One Family’s Story of Mental Illness and What Came After        "
"The New York Times - Breaking News, World News & Multimedia",http://www.nytimes.com/section/education,Education »
"The New York Times - Breaking News, World News & Multimedia",https://www.nytimes.com/2017/04/07/education/edlife/preston-charles-roberson-homeless-college-student.html,"

                    ,
        
        ,
    "
" Washington Post: National, World & D.C. Area News and Headlines - The Washington Post",http://www.washingtonpost.com/posttv/c/video/topic/tech,Technology
" Washington Post: National, World & D.C. Area News and Headlines - The Washington Post",http://www.washingtonpost.com/posttv/c/video/topic/style,Style
" Washington Post: National, World & D.C. Area News and Headlines - The Washington Post",https://washingtonpost.com/newsletters/,Newsletters & Alerts
" Washington Post: National, World & D.C. Area News and Headlines - The Washington Post",https://www.washingtonpost.com/podcasts/,Podcasts
" Washington Post: National, World & D.C. Area News and Headlines - The Washington Post",https://www.washingtonpost.com/cape-up/,Cape Up
" Washington Post: National, World & D.C. Area News and Headlines - The Washington Post",https://www.washingtonpost.com/news/the-fix/wp/category/ciquizza/,Ciquizza
" Washington Post: National, World & D.C. Area News and Headlines - The Washington Post",https://www.washingtonpost.com/graphics/politics/can-he-do-that-trump-podcast/,Can He Do That?
"Home - BBC News,BBC News",/news/business/business_of_sport,
"Home - BBC News,BBC News",/news/business-12686570,
"Home - BBC News,BBC News",/news/business/economy,
"Home - BBC News,BBC News",/news/technology,"
                        ,
                    "
"Home - BBC News,BBC News",/news/science_and_environment,"
                        ,
                    "
"Home - BBC News,BBC News",/news/magazine,"
                        ,
                    "
"Home - BBC News,BBC News",/news/entertainment_and_arts,"
                        ,
                    "
"Home - BBC News,BBC News",/news/health,"
                        ,
                    "
"Home - BBC News,BBC News",/news/in_pictures,"
                        ,
                    "
"Home - BBC News,BBC News",/news/also_in_the_news,"
                        ,
                    "
"Home - BBC News,BBC News",/news/special_reports,"
                        ,
                    "
"Home - BBC News,BBC News",/news/world_radio_and_tv,"
                        ,
                    "
"Home - BBC News,BBC News",/news/explainers,"
                        ,
                    "
"News, sport and opinion from the Guardian's US edition | The Guardian",https://www.theguardian.com/us-news/2017/apr/08/donald-trump-steve-bannon-jared-kushner-power-struggle, Advisers battle for influence
"News, sport and opinion from the Guardian's US edition | The Guardian",https://www.theguardian.com/us-news/2017/apr/08/donald-trump-steve-bannon-jared-kushner-power-struggle, Advisers battle for influence
"News, sport and opinion from the Guardian's US edition | The Guardian",https://www.theguardian.com/us-news/2017/apr/09/bannon-and-kushner-agree-to-bury-the-hatchet-after-white-house-peace-talks,Bannon and Kushner agree to 'bury the hatchet' after peace talks
"News, sport and opinion from the Guardian's US edition | The Guardian",https://www.theguardian.com/world/2017/apr/09/us-navy-strike-group-north-korea-peninsula-syria-missile-strike," , "
"News, sport and opinion from the Guardian's US edition | The Guardian",https://www.theguardian.com/world/2017/apr/09/us-navy-strike-group-north-korea-peninsula-syria-missile-strike,"US navy strike group to move towards Korean peninsula, official says"
"News, sport and opinion from the Guardian's US edition | The Guardian",https://www.theguardian.com/world/2017/apr/09/dictator-maduro-thousands-of-venezuelans-protest-ban-of-opposition-leader," , "
"News, sport and opinion from the Guardian's US edition | The Guardian",https://www.theguardian.com/world/2017/apr/09/dictator-maduro-thousands-of-venezuelans-protest-ban-of-opposition-leader,Thousands of Venezuelans protest ban of opposition leader
"News, sport and opinion from the Guardian's US edition | The Guardian",https://www.theguardian.com/world/2017/apr/08/sweden-truck-attack-country-agonises-over-extremism-policy," , "
"News, sport and opinion from the Guardian's US edition | The Guardian",https://www.theguardian.com/world/2017/apr/08/sweden-truck-attack-country-agonises-over-extremism-policy,Shock gives way to fears for open society
"News, sport and opinion from the Guardian's US edition | The Guardian",https://www.theguardian.com/us-news/2017/apr/08/neil-gorsuch-supreme-court-first-cases," , "
"NBC News - Breaking News & Top Stories - Latest World, US & Local News",,"
                            ,
                          "
"NBC News - Breaking News & Top Stories - Latest World, US & Local News",,
"NBC News - Breaking News & Top Stories - Latest World, US & Local News",/business/business-news/south-africa-s-first-black-female-winemaker-launches-her-own-n742011,"
                          ,
                        "
"NBC News - Breaking News & Top Stories - Latest World, US & Local News",/business/business-news/south-africa-s-first-black-female-winemaker-launches-her-own-n742011,"
                        ,
                      "
"NBC News - Breaking News & Top Stories - Latest World, US & Local News",/business/business-news,Business News
"NBC News - Breaking News & Top Stories - Latest World, US & Local News",/politics/hillary-clinton/hillary-clinton-explains-why-she-really-lost-trump-n743581,"
                          ,
                        "
"NBC News - Breaking News & Top Stories - Latest World, US & Local News",/politics/hillary-clinton/hillary-clinton-explains-why-she-really-lost-trump-n743581,"
                        ,
                      "
"NBC News - Breaking News & Top Stories - Latest World, US & Local News",/politics/hillary-clinton,Hillary Clinton
"NBC News - Breaking News & Top Stories - Latest World, US & Local News",http://www.nbcnews.com/id/31066137/media-kit/,advertisement
"NBC News - Breaking News & Top Stories - Latest World, US & Local News",/video,Top Videos
Breaking News and Opinion on The Huffington Post | The Huffington Post,http://www.huffingtonpost.com/entry/11-republican-lawmakers-sign-letter-in-support-of-arts-funding_us_58e7fd60e4b058f0a02f4d91?bf&ncid=inblnkushpmg00000009,11 Republican Lawmakers Sign Letter In Support Of Arts Funding
Breaking News and Opinion on The Huffington Post | The Huffington Post,http://www.huffingtonpost.com/entry/11-republican-lawmakers-sign-letter-in-support-of-arts-funding_us_58e7fd60e4b058f0a02f4d91?bf&ncid=inblnkushpmg00000009,"
,
"
Breaking News and Opinion on The Huffington Post | The Huffington Post,http://www.huffingtonpost.com/entry/model-before-and-after_us_58e6825be4b0773c0d3efa34?pm&ncid=inblnkushpmg00000009,Model Who Used To Eat 500 Calories A Day Shares Stunning Transformation
Breaking News and Opinion on The Huffington Post | The Huffington Post,http://www.huffingtonpost.com/entry/model-before-and-after_us_58e6825be4b0773c0d3efa34?pm&ncid=inblnkushpmg00000009,"
,
"
Breaking News and Opinion on The Huffington Post | The Huffington Post,http://www.huffingtonpost.com/entry/subway-doors-trap-woman-by-the-neck-and-observers-reaction-may-surprise-you_us_58e75988e4b00de141022799?ncid=inblnkushpmg00000009,Subway Doors Trap Woman And Observers' Reaction May Surprise You
Breaking News and Opinion on The Huffington Post | The Huffington Post,http://www.huffingtonpost.com/entry/subway-doors-trap-woman-by-the-neck-and-observers-reaction-may-surprise-you_us_58e75988e4b00de141022799?ncid=inblnkushpmg00000009,"
,
"
Breaking News and Opinion on The Huffington Post | The Huffington Post,http://www.huffingtonpost.com/entry/celebrities-call-for-compassion-after-trumps-missile-attack-on-syria_us_58e78723e4b05413bfe1ffeb?w78&ncid=inblnkushpmg00000009,Celebrities Call For Compassion After Trump Orders Syria Strike
