link,title,site 
http://www.huffingtonpost.com/entry/donald-trump-xi-jinping-mar-a-lago-climate-change-us_us_58de9fb8e4b0b3918c8337f9?ncid=inblnkushpmg00000009,"
,
",Breaking News and Opinion on The Huffington Post | The Huffington Post
http://www.huffingtonpost.com/entry/trump-delay-safety-regulation-dust_us_58e6c3f3e4b0ace57cc0ccb4?qx&ncid=inblnkushpmg00000009,Trump Administration Delays Life-Saving Safety Regulation,Breaking News and Opinion on The Huffington Post | The Huffington Post
http://www.huffingtonpost.com/entry/trump-delay-safety-regulation-dust_us_58e6c3f3e4b0ace57cc0ccb4?qx&ncid=inblnkushpmg00000009,"
,
",Breaking News and Opinion on The Huffington Post | The Huffington Post
http://www.huffingtonpost.com/entry/16-states-planned-parenthood-lawsuit-ohio_us_58e697e4e4b07da81324e9ff?kwwa3k6yibdj10pb9&ncid=inblnkushpmg00000009,16 States Back A Lawsuit To Block Anti-Planned Parenthood Measure,Breaking News and Opinion on The Huffington Post | The Huffington Post
http://www.huffingtonpost.com/entry/16-states-planned-parenthood-lawsuit-ohio_us_58e697e4e4b07da81324e9ff?kwwa3k6yibdj10pb9&ncid=inblnkushpmg00000009,"
,
",Breaking News and Opinion on The Huffington Post | The Huffington Post
http://www.huffingtonpost.com/entry/filibuster-supreme-court_us_58de863fe4b0b3918c831453?s6b&ncid=inblnkushpmg00000009,"With The Filibuster Gone, The Supreme Court May Never Be The Same",Breaking News and Opinion on The Huffington Post | The Huffington Post
http://www.huffingtonpost.com/entry/filibuster-supreme-court_us_58de863fe4b0b3918c831453?s6b&ncid=inblnkushpmg00000009,"
,
",Breaking News and Opinion on The Huffington Post | The Huffington Post
http://www.huffingtonpost.com/entry/house-intelligence-nunes-russia-trump_us_58e658f8e4b0917d3477f4b1?6fi&ncid=inblnkushpmg00000009,Devin Nunes’ Replacements Aren’t Exactly Eager To Investigate Trump-Russia Ties Either,Breaking News and Opinion on The Huffington Post | The Huffington Post
http://www.huffingtonpost.com/entry/house-intelligence-nunes-russia-trump_us_58e658f8e4b0917d3477f4b1?6fi&ncid=inblnkushpmg00000009,"
,
",Breaking News and Opinion on The Huffington Post | The Huffington Post
http://www.huffingtonpost.com/entry/gop-health-care-fails-blame-game_us_58e57176e4b0917d3477030f?ncid=inblnkushpmg00000009,The GOP Health Care Bill Falls Apart―Again―And No One Can Agree Whose Fault It Is,Breaking News and Opinion on The Huffington Post | The Huffington Post
https://www.washingtonpost.com/news/post-nation/wp/2017/04/06/a-tense-council-meeting-gets-even-weirder-when-a-man-suddenly-hands-the-mayor-a-pepsi/?tid=sm_tw&utm_term=.1163ab219a22,Pepsi," Washington Post: National, World & D.C. Area News and Headlines - The Washington Post"
https://www.washingtonpost.com/news/post-nation/wp/2017/04/06/a-body-cam-captured-a-cops-violent-encounter-with-a-teen-but-a-new-law-keeps-the-video-secret/?utm_term=.69baf2559ff8,Police body cameras," Washington Post: National, World & D.C. Area News and Headlines - The Washington Post"
https://www.washingtonpost.com/news/wonk/wp/2017/04/06/how-dare-you-work-on-whites-professors-under-fire-for-research-on-white-mortality/?utm_term=.8a0dd19f0521,White mortality," Washington Post: National, World & D.C. Area News and Headlines - The Washington Post"
https://www.washingtonpost.com/sports/golf/wind-kicks-up-at-the-masters-and-charley-hoffman-handles-it-best-after-one-round/2017/04/06/9c06abd4-1afc-11e7-bcc2-7d1a0973e7b2_story.html?utm_term=.f7dc3d551cc9,Masters ," Washington Post: National, World & D.C. Area News and Headlines - The Washington Post"
https://www.washingtonpost.com/news/dc-sports-bog/wp/2017/04/06/end-of-an-era-phil-chenier-wont-return-as-csns-wizards-primary-game-analyst/?utm_term=.12c41bcfd73e,Phil Chenier," Washington Post: National, World & D.C. Area News and Headlines - The Washington Post"
https://www.washingtonpost.com/world/national-security/trump-weighing-military-options-following-chemical-weapons-attack-in-syria/2017/04/06/0c59603a-1ae8-11e7-9887-1a5314b56a08_story.html,U.S. launches missiles at Syrian military airfield," Washington Post: National, World & D.C. Area News and Headlines - The Washington Post"
https://www.washingtonpost.com/people/dan-lamothe/,Dan Lamothe," Washington Post: National, World & D.C. Area News and Headlines - The Washington Post"
https://www.washingtonpost.com/people/missy-ryan/,Missy Ryan," Washington Post: National, World & D.C. Area News and Headlines - The Washington Post"
http://www.nytimes.com/pages/opinion/index.html#sundayreview,Sunday Review »,"The New York Times - Breaking News, World News & Multimedia"
https://www.nytimes.com/2017/03/31/opinion/sunday/how-scared-should-people-on-the-border-be.html,"

                    ,
        
        ,
    ","The New York Times - Breaking News, World News & Multimedia"
https://www.nytimes.com/2017/04/01/opinion/sunday/pick-your-favorite-ethics-offender.html,"
            Editorial: Pick Your Favorite Ethics Offender in Trumpland        ","The New York Times - Breaking News, World News & Multimedia"
https://www.nytimes.com/2017/04/01/opinion/sunday/manhood-in-the-age-of-trump.html,"
            Frank Bruni: Manhood in the Age of Trump        ","The New York Times - Breaking News, World News & Multimedia"
http://www.nytimes.com/pages/realestate/index.html,Real Estate »,"The New York Times - Breaking News, World News & Multimedia"
https://www.nytimes.com/2017/04/06/realestate/roy-lichtensteins-son-lists-his-home-for-25-million.html,"

                    ,
        
        ,
    ","The New York Times - Breaking News, World News & Multimedia"
//www.foxnews.com/about/terms-new/,(What's New),Fox News - Breaking News Updates | Latest News Headlines | Photos & News Videos
//www.foxnews.com/about/privacy-policy/,New Privacy Policy,Fox News - Breaking News Updates | Latest News Headlines | Photos & News Videos
//www.foxnews.com/about/privacy-policy/#ad-choice,Ad Choices,Fox News - Breaking News Updates | Latest News Headlines | Photos & News Videos
//help.foxnews.com/index.html,Help,Fox News - Breaking News Updates | Latest News Headlines | Photos & News Videos
mailto:newsmanager@foxnews.com,Email Newsroom,Fox News - Breaking News Updates | Latest News Headlines | Photos & News Videos
//press.foxnews.com/,Media Relations,Fox News - Breaking News Updates | Latest News Headlines | Photos & News Videos
//www.foxnews.com/closed-captioning,Closed Captioning Policy,Fox News - Breaking News Updates | Latest News Headlines | Photos & News Videos
//www.facebook.com/FoxNews,Facebook,Fox News - Breaking News Updates | Latest News Headlines | Photos & News Videos
//twitter.com/foxnews,Twitter,Fox News - Breaking News Updates | Latest News Headlines | Photos & News Videos
//www.google.com/+FoxNews,Google+,Fox News - Breaking News Updates | Latest News Headlines | Photos & News Videos
//www.instagram.com/foxnews/,Instagram,Fox News - Breaking News Updates | Latest News Headlines | Photos & News Videos
//www.foxnews.com/rss/index.html,RSS,Fox News - Breaking News Updates | Latest News Headlines | Photos & News Videos
//www.foxnews.com/alerts/subscribe.html,Newsletters,Fox News - Breaking News Updates | Latest News Headlines | Photos & News Videos
/opinion/editorials/la-ed-transportation-funding-bill-20170406-story.html#nt=barker&bn=Barker%2006%20-%20In%20Case%20You%20Missed%20It,California's air quality is more important than rushing...,"Los Angeles Times - California, national and world news - Los Angeles Times"
/opinion/opinion-la/la-ol-lgbt-republicans-support-20170405-story.html#nt=barker&bn=Barker%2006%20-%20In%20Case%20You%20Missed%20It,                        ,"Los Angeles Times - California, national and world news - Los Angeles Times"
/opinion/opinion-la/#nt=barker&bn=Barker%2006%20-%20In%20Case%20You%20Missed%20It,Opinion L.A.,"Los Angeles Times - California, national and world news - Los Angeles Times"
/opinion/opinion-la/la-ol-lgbt-republicans-support-20170405-story.html#nt=barker&bn=Barker%2006%20-%20In%20Case%20You%20Missed%20It,"Without Republican support, much of the recent progress on...","Los Angeles Times - California, national and world news - Los Angeles Times"
/opinion/op-ed/la-oe-kirchick-merkel-20170406-story.html#nt=barker&bn=Barker%2006%20-%20In%20Case%20You%20Missed%20It,                        ,"Los Angeles Times - California, national and world news - Los Angeles Times"
/opinion/op-ed/#nt=barker&bn=Barker%2006%20-%20In%20Case%20You%20Missed%20It,Op-Ed,"Los Angeles Times - California, national and world news - Los Angeles Times"
/opinion/op-ed/la-oe-kirchick-merkel-20170406-story.html#nt=barker&bn=Barker%2006%20-%20In%20Case%20You%20Missed%20It,Germans need to recognize that the future of the free...,"Los Angeles Times - California, national and world news - Los Angeles Times"
/opinion/editorials/la-ed-conspiracy-theorist-in-chief-20170406-story.html#nt=barker&bn=Barker%2006%20-%20In%20Case%20You%20Missed%20It,                        ,"Los Angeles Times - California, national and world news - Los Angeles Times"
/opinion/editorials/#nt=barker&bn=Barker%2006%20-%20In%20Case%20You%20Missed%20It,Editorial,"Los Angeles Times - California, national and world news - Los Angeles Times"
/opinion/editorials/la-ed-conspiracy-theorist-in-chief-20170406-story.html#nt=barker&bn=Barker%2006%20-%20In%20Case%20You%20Missed%20It,Editorial: Conspiracy Theorist in Chief,"Los Angeles Times - California, national and world news - Los Angeles Times"
/opinion/editorials/la-ed-human-rights-trump-20170405-story.html#nt=barker&bn=Barker%2006%20-%20In%20Case%20You%20Missed%20It,                        ,"Los Angeles Times - California, national and world news - Los Angeles Times"
https://www.theguardian.com/commentisfree/2017/apr/06/democrats-resist-neil-gorsuch-supreme-court-confirmation,Democrats are right to fight Gorsuch's confirmation – it will always be a stolen seat,"News, sport and opinion from the Guardian's US edition | The Guardian"
https://www.theguardian.com/commentisfree/2017/apr/06/donald-trump-weak-paranoid-president-government," , ","News, sport and opinion from the Guardian's US edition | The Guardian"
https://www.theguardian.com/commentisfree/2017/apr/06/donald-trump-weak-paranoid-president-government,A weak and paranoid president leads rapidly to a weak and paranoid government,"News, sport and opinion from the Guardian's US edition | The Guardian"
https://www.theguardian.com/commentisfree/2017/apr/06/donald-trump-conscience-syria-terrifying," , ","News, sport and opinion from the Guardian's US edition | The Guardian"
https://www.theguardian.com/commentisfree/2017/apr/06/donald-trump-conscience-syria-terrifying,"Trump’s change of heart on Syria isn’t reassuring, it’s profoundly disturbing","News, sport and opinion from the Guardian's US edition | The Guardian"
http://abcnews.go.com/Lifestyle/10-year-girl-fighting-cancer-american-girl-doll/story?id=46618942,"
	                                         ,
	                                     ","ABC News – Breaking News, Latest News, Headlines & Videos"
http://abcnews.go.com/Lifestyle/10-year-girl-fighting-cancer-american-girl-doll/story?id=46618942,"
		                                        Girl fighting cancer given American Girl doll with matching prosthetic leg
		                                    ","ABC News – Breaking News, Latest News, Headlines & Videos"
javascript:void(0);,"
	                                        ,
	                                        ,
	                                    ","ABC News – Breaking News, Latest News, Headlines & Videos"
javascript:void(0);,"
	                                        Cat drinks from mayor's mug during interview
	                                    ","ABC News – Breaking News, Latest News, Headlines & Videos"
http://abcnews.go.com/Lifestyle/north-carolina-bridesmaids-trade-bouquets-rescue-puppies-wedding/story?id=46620557,"
	                                         ,
	                                     ","ABC News – Breaking News, Latest News, Headlines & Videos"
http://abcnews.go.com/Lifestyle/north-carolina-bridesmaids-trade-bouquets-rescue-puppies-wedding/story?id=46620557,"
		                                        North Carolina bridesmaids trade bouquets for rescue puppies in wedding photos
		                                    ","ABC News – Breaking News, Latest News, Headlines & Videos"
http://abcnews.go.com/Lifestyle/couple-throws-epic-state-fair-themed-wedding-complete/story?id=46592842,"
	                                         ,
	                                     ","ABC News – Breaking News, Latest News, Headlines & Videos"
http://abcnews.go.com/Lifestyle/couple-throws-epic-state-fair-themed-wedding-complete/story?id=46592842,"
		                                        Couple throws an epic state-fair-themed wedding complete with Ferris wheel, corn dogs
		                                    ","ABC News – Breaking News, Latest News, Headlines & Videos"
/news/rtc?ncl=d-sMAiNe_CW0kGMXZiajeLg4hLHZM&authuser=0&ned=us&topic=w,See realtime coverage,Google News
https://www.washingtonpost.com/world/asia_pacific/philippines-duterte-orders-troops-to-disputed-south-china-sea-in-possible-new-rift-with-beijing/2017/04/06/8eb50e1a-1aa9-11e7-8003-f55b4c1cfae2_story.html,,Google News
,,Google News
/news/section?cf=all&hl=en&pz=1&ned=us&q=Rodrigo+Duterte&ict=clu_bl," Rodrigo Duterte »
",Google News
/news/section?cf=all&hl=en&pz=1&ned=us&q=Philippines&ict=clu_bl," Philippines »
",Google News
/news/section?cf=all&hl=en&pz=1&ned=us&q=South+China+Sea+Islands&ict=clu_bl," South China Sea Islands »
",Google News
https://www.nytimes.com/2017/04/06/world/asia/rodrigo-duterte-south-china-sea.html,,Google News
,,USA TODAY: Latest World and US News  - USATODAY.com
,,USA TODAY: Latest World and US News  - USATODAY.com
,,USA TODAY: Latest World and US News  - USATODAY.com
,,USA TODAY: Latest World and US News  - USATODAY.com
/media/latest/videos/home/,"See
                                more video",USA TODAY: Latest World and US News  - USATODAY.com
#,,USA TODAY: Latest World and US News  - USATODAY.com
,,USA TODAY: Latest World and US News  - USATODAY.com
,,USA TODAY: Latest World and US News  - USATODAY.com
,,USA TODAY: Latest World and US News  - USATODAY.com
https://www.wsj.com/news/business,Business,"The Wall Street Journal & Breaking News, Business, Financial and Economic News, World News and Video"
https://www.wsj.com/articles/sometimes-an-emoji-is-more-than-just-a-1491490801,Sometimes an Emoji Is More Than Just a :),"The Wall Street Journal & Breaking News, Business, Financial and Economic News, World News and Video"
https://www.wsj.com/articles/fda-approves-23andmes-genetic-test-for-personal-disease-risks-1491515278,FDA Approves 23andMe’s Genetic Test for Personal Disease Risks,"The Wall Street Journal & Breaking News, Business, Financial and Economic News, World News and Video"
https://www.wsj.com/articles/aetna-to-exit-iowas-affordable-care-act-insurance-marketplace-in-2018-1491504555,Aetna to Exit Iowa’s ACA Marketplace,"The Wall Street Journal & Breaking News, Business, Financial and Economic News, World News and Video"
https://www.wsj.com/articles/youtube-blocks-ads-from-channels-with-fewer-than-10-000-views-1491508809,"YouTube Blocks Ads From Channels With Fewer Than 10,000 Views","The Wall Street Journal & Breaking News, Business, Financial and Economic News, World News and Video"
https://www.wsj.com/news/markets,Markets,"The Wall Street Journal & Breaking News, Business, Financial and Economic News, World News and Video"
https://www.wsj.com/articles/spotify-finally-readies-an-ipo-thats-not-an-ipo-1491476403,,"The Wall Street Journal & Breaking News, Business, Financial and Economic News, World News and Video"
https://www.wsj.com/articles/spotify-finally-readies-an-ipo-thats-not-an-ipo-1491476403,Spotify Finally Readies an IPO...That’s Not an IPO,"The Wall Street Journal & Breaking News, Business, Financial and Economic News, World News and Video"
https://www.wsj.com/articles/with-125-ph-d-s-in-15-countries-a-quant-alpha-factory-hunts-for-investing-edge-1491471008,,"The Wall Street Journal & Breaking News, Business, Financial and Economic News, World News and Video"
https://www.wsj.com/articles/with-125-ph-d-s-in-15-countries-a-quant-alpha-factory-hunts-for-investing-edge-1491471008,A Quant ‘Alpha Factory’ Hunts for Investing Edge,"The Wall Street Journal & Breaking News, Business, Financial and Economic News, World News and Video"
http://nbcsports.com,,"NBC News - Breaking News & Top Stories - Latest World, US & Local News"
http://profootballtalk.nbcsports.com/2017/04/06/tim-tebow-homers-in-first-minor-league-at-bat/?cid=eref:nbcnews:text,"
                        ,
                        ,
                      ","NBC News - Breaking News & Top Stories - Latest World, US & Local News"
http://profootballtalk.nbcsports.com/2017/04/06/tim-tebow-homers-in-first-minor-league-at-bat/?cid=eref:nbcnews:text,"
                              NBC Sports
                            ","NBC News - Breaking News & Top Stories - Latest World, US & Local News"
http://www.nbcsports.com/video/will-oakland-raiders-be-evicted-oakland-alameda-coliseum?cid=eref:nbcnews:video,"
                          ,
                          ,
                        ","NBC News - Breaking News & Top Stories - Latest World, US & Local News"
http://www.nbcsports.com/video/will-oakland-raiders-be-evicted-oakland-alameda-coliseum?cid=eref:nbcnews:video,"
                        ,
                      ","NBC News - Breaking News & Top Stories - Latest World, US & Local News"
http://www.nbcsports.com/video/will-oakland-raiders-be-evicted-oakland-alameda-coliseum?cid=eref:nbcnews:video,"
                            NBC Sports
                          ","NBC News - Breaking News & Top Stories - Latest World, US & Local News"
http://profootballtalk.nbcsports.com/2017/04/06/trevone-boykin-arrested-for-second-time-in-11-days/?cid=eref:nbcnews:text,"
                          ,
                          ,
                        ","NBC News - Breaking News & Top Stories - Latest World, US & Local News"
http://profootballtalk.nbcsports.com/2017/04/06/trevone-boykin-arrested-for-second-time-in-11-days/?cid=eref:nbcnews:text,"
                        ,
                      ","NBC News - Breaking News & Top Stories - Latest World, US & Local News"
http://www.huffingtonpost.com/entry/gop-health-care-fails-blame-game_us_58e57176e4b0917d3477030f?ncid=inblnkushpmg00000009,"
,
",Breaking News and Opinion on The Huffington Post | The Huffington Post
http://www.huffingtonpost.com/entry/jared-kushner-steve-bannon-national-security-council_us_58e5a8d1e4b0fe4ce0882c8c?u0k&ncid=inblnkushpmg00000009,WEST WING DRAMA: JARED VS. BANNON!,Breaking News and Opinion on The Huffington Post | The Huffington Post
http://www.huffingtonpost.com/entry/jared-kushner-steve-bannon-national-security-council_us_58e5a8d1e4b0fe4ce0882c8c?u0k&ncid=inblnkushpmg00000009,"
,
",Breaking News and Opinion on The Huffington Post | The Huffington Post
http://www.huffingtonpost.com/entry/trumps-secret-service_us_58e69f28e4b08d572e03e58c?dnpp&ncid=inblnkushpmg00000009,The Trumps Are Running The Secret Service Into The Ground,Breaking News and Opinion on The Huffington Post | The Huffington Post
http://www.huffingtonpost.com/entry/trumps-secret-service_us_58e69f28e4b08d572e03e58c?dnpp&ncid=inblnkushpmg00000009,"
,
",Breaking News and Opinion on The Huffington Post | The Huffington Post
http://www.huffingtonpost.com/entry/governor-robert-bentley-ethics_us_58e65f3ce4b06a4cb310151f?was&ncid=inblnkushpmg00000009,Alabama Governor Plagued By Sex Scandal Rumors Could Face Impeachment,Breaking News and Opinion on The Huffington Post | The Huffington Post
http://www.huffingtonpost.com/entry/governor-robert-bentley-ethics_us_58e65f3ce4b06a4cb310151f?was&ncid=inblnkushpmg00000009,"
,
",Breaking News and Opinion on The Huffington Post | The Huffington Post
https://www.washingtonpost.com/people/thomas-gibbons-neff/,Thomas Gibbons-Neff," Washington Post: National, World & D.C. Area News and Headlines - The Washington Post"
https://www.washingtonpost.com/world/national-security/the-main-question-after-any-strikes-on-syria-how-does-russia-respond/2017/04/06/316c22b0-1aff-11e7-855e-4824bbb5d748_story.html,The main question after strikes on Syria: How does Russia respond?," Washington Post: National, World & D.C. Area News and Headlines - The Washington Post"
https://www.washingtonpost.com/people/greg-jaffe/,Greg Jaffe," Washington Post: National, World & D.C. Area News and Headlines - The Washington Post"
https://www.washingtonpost.com/news/checkpoint/wp/2017/04/06/why-the-navys-tomahawk-missiles-are-the-most-likely-option-for-a-strike-in-syria-against-assad/,Why the Navy’s Tomahawk missiles were the weapon of choice in strikes in Syria," Washington Post: National, World & D.C. Area News and Headlines - The Washington Post"
https://www.washingtonpost.com/news/checkpoint/wp/2017/04/06/why-the-navys-tomahawk-missiles-are-the-most-likely-option-for-a-strike-in-syria-against-assad/,," Washington Post: National, World & D.C. Area News and Headlines - The Washington Post"
https://www.washingtonpost.com/people/dan-lamothe/,Dan Lamothe," Washington Post: National, World & D.C. Area News and Headlines - The Washington Post"
https://www.washingtonpost.com/news/powerpost/paloma/daily-202/2017/04/06/daily-202-the-legislative-filibuster-will-be-at-risk-as-soon-as-the-senate-goes-nuclear/58e5c0afe9b69b3a72331e4f/,The legislative filibuster will be at risk now that the Senate has gone ‘nuclear’," Washington Post: National, World & D.C. Area News and Headlines - The Washington Post"
http://www.washingtonpost.com/people/james-hohmann,James Hohmann," Washington Post: National, World & D.C. Area News and Headlines - The Washington Post"
https://www.nytimes.com/2017/04/06/realestate/just-the-right-amount-of-space-in-williamsburg.html,"
            The Hunt: Just the Right Amount of Space in Williamsburg        ","The New York Times - Breaking News, World News & Multimedia"
https://www.nytimes.com/2017/04/05/realestate/2-million-dollar-homes-in-san-francisco-falmouth-massachusetts-and-dallas-texas.html,"
            What You Get: $2 Million Homes in California, Massachusetts and Texas        ","The New York Times - Breaking News, World News & Multimedia"
http://www.nytimes.com/section/upshot,The Upshot »,"The New York Times - Breaking News, World News & Multimedia"
https://www.nytimes.com/2017/04/06/upshot/how-trump-can-improve-the-messy-us-chinese-economic-relationship.html,"

                    ,
        
        ,
    ","The New York Times - Breaking News, World News & Multimedia"
https://www.nytimes.com/2017/04/05/upshot/democrats-are-bad-at-midterm-turnout-that-seems-ready-to-change.html,"
            Political Calculus: Democrats Are Bad at Midterm Turnout. That Seems Ready to Change.        ","The New York Times - Breaking News, World News & Multimedia"
https://www.nytimes.com/2017/04/04/upshot/what-financial-markets-can-teach-us-about-managing-climate-risks.html,"
            Cost of Carbon: What Financial Markets Can Teach Us About Managing Climate Risks        ","The New York Times - Breaking News, World News & Multimedia"
http://www.nytimes.com/section/magazine,Magazine »,"The New York Times - Breaking News, World News & Multimedia"
//www.foxnews.com,Fox News,Fox News - Breaking News Updates | Latest News Headlines | Photos & News Videos
/opinion/editorials/#nt=barker&bn=Barker%2006%20-%20In%20Case%20You%20Missed%20It,Editorial,"Los Angeles Times - California, national and world news - Los Angeles Times"
/opinion/editorials/la-ed-human-rights-trump-20170405-story.html#nt=barker&bn=Barker%2006%20-%20In%20Case%20You%20Missed%20It,President Trump wastes his power when he doesn't...,"Los Angeles Times - California, national and world news - Los Angeles Times"
/opinion/op-ed/la-oe-bacevich-syria-chemical-attack-20170406-story.html#nt=barker&bn=Barker%2006%20-%20In%20Case%20You%20Missed%20It,                        ,"Los Angeles Times - California, national and world news - Los Angeles Times"
/opinion/op-ed/#nt=barker&bn=Barker%2006%20-%20In%20Case%20You%20Missed%20It,Op-Ed,"Los Angeles Times - California, national and world news - Los Angeles Times"
/opinion/op-ed/la-oe-bacevich-syria-chemical-attack-20170406-story.html#nt=barker&bn=Barker%2006%20-%20In%20Case%20You%20Missed%20It,"Trump is right, America isn't 'so...","Los Angeles Times - California, national and world news - Los Angeles Times"
/opinion/opinion-la/la-ol-bernie-sanders-loses-congressional-20170405-story.html#nt=barker&bn=Barker%2006%20-%20In%20Case%20You%20Missed%20It,                        ,"Los Angeles Times - California, national and world news - Los Angeles Times"
/opinion/opinion-la/#nt=barker&bn=Barker%2006%20-%20In%20Case%20You%20Missed%20It,Opinion L.A.,"Los Angeles Times - California, national and world news - Los Angeles Times"
https://www.theguardian.com/commentisfree/2017/apr/06/ivanka-thinks-she-is-starring-in-beauty-and-the-beast-more-like-macbeth," , ","News, sport and opinion from the Guardian's US edition | The Guardian"
https://www.theguardian.com/commentisfree/2017/apr/06/ivanka-thinks-she-is-starring-in-beauty-and-the-beast-more-like-macbeth,Ivanka Trump thinks she is in Beauty and the Beast: more like Macbeth,"News, sport and opinion from the Guardian's US edition | The Guardian"
https://www.theguardian.com/us-news/series/the-resistance-now," , ","News, sport and opinion from the Guardian's US edition | The Guardian"
/us-news/2017/mar/07/the-resistance-now-email-sign-up-weekly-updates,Resistance weekly newsletter,"News, sport and opinion from the Guardian's US edition | The Guardian"
https://www.theguardian.com/world/2017/apr/04/man-shot-milo-yiannopoulos-protest-seattle-trump-interview," , ","News, sport and opinion from the Guardian's US edition | The Guardian"
https://www.theguardian.com/world/2017/apr/04/man-shot-milo-yiannopoulos-protest-seattle-trump-interview,Man shot at Milo Yiannopoulos protest doesn't want revenge,"News, sport and opinion from the Guardian's US edition | The Guardian"
https://www.theguardian.com/us-news/2017/apr/03/donald-trump-immigration-deportation-protest-secret-agenda," , ","News, sport and opinion from the Guardian's US edition | The Guardian"
https://www.theguardian.com/us-news/2017/apr/03/donald-trump-immigration-deportation-protest-secret-agenda,You might be accidentally helping him,"News, sport and opinion from the Guardian's US edition | The Guardian"
http://abcnews.go.com/Lifestyle/hip-hip-hooray-baby-hippo-born-memphis-zoo/story?id=46605330,"
	                                         ,
	                                     ","ABC News – Breaking News, Latest News, Headlines & Videos"
http://abcnews.go.com/Lifestyle/hip-hip-hooray-baby-hippo-born-memphis-zoo/story?id=46605330,"
		                                        Hip, hip, hooray! Hippo born at the Memphis Zoo
		                                    ","ABC News – Breaking News, Latest News, Headlines & Videos"
http://abcnews.go.com/International/mattress-flies-path-motorcycle-50-mph-dramatic-video/story?id=46596222,"
	                                         ,
	                                     ","ABC News – Breaking News, Latest News, Headlines & Videos"
http://abcnews.go.com/International/mattress-flies-path-motorcycle-50-mph-dramatic-video/story?id=46596222,"
		                                        Mattress flies into path of motorcycle going 50 mph in dramatic video
		                                    ","ABC News – Breaking News, Latest News, Headlines & Videos"
http://abcnews.go.com/Lifestyle/firefighters-truck-baby-left-station-11-years-ago/story?id=46541430,"
	                                         ,
	                                     ","ABC News – Breaking News, Latest News, Headlines & Videos"
http://abcnews.go.com/Lifestyle/firefighters-truck-baby-left-station-11-years-ago/story?id=46541430,"
		                                        Firefighters name truck after baby left at station 11 years ago
		                                    ","ABC News – Breaking News, Latest News, Headlines & Videos"
http://www.npr.org/sections/thetwo-way/2017/04/06/522891024/duterte-orders-philippine-army-to-occupy-disputed-islands-in-south-china-sea,,Google News
http://www.philstar.com/headlines/2017/04/07/1688529/duterte-orders-afp-occupy-philippine-islands-south-china-sea,,Google News
http://www.thejakartapost.com/academia/2017/04/07/insight-engaging-china-in-maintaining-peace-in-south-china-sea.html,,Google News
/news/more?ncl=d-sMAiNe_CW0kGMXZiajeLg4hLHZM&authuser=0&ned=us&topic=w,See all 115 sources »,Google News
/news/section?cf=all&hl=en&pz=1&ned=us&q=Rodrigo+Duterte&ict=clu_bl," Rodrigo Duterte »
",Google News
/news/section?cf=all&hl=en&pz=1&ned=us&q=Philippines&ict=clu_bl," Philippines »
",Google News
/news/section?cf=all&hl=en&pz=1&ned=us&q=South+China+Sea+Islands&ict=clu_bl," South China Sea Islands »
",Google News
https://www.washingtonpost.com/national/seattle-mayor-accused-of-sex-abuse-in-lawsuit-media-report/2017/04/06/4c38439e-1b2c-11e7-8598-9a99da559f9e_story.html,,Google News
,,USA TODAY: Latest World and US News  - USATODAY.com
/media/latest/videos/home/,"See
                                more video",USA TODAY: Latest World and US News  - USATODAY.com
#,,USA TODAY: Latest World and US News  - USATODAY.com
,,USA TODAY: Latest World and US News  - USATODAY.com
,,USA TODAY: Latest World and US News  - USATODAY.com
,,USA TODAY: Latest World and US News  - USATODAY.com
,,USA TODAY: Latest World and US News  - USATODAY.com
/media/latest/videos/home/,"See
                                more video",USA TODAY: Latest World and US News  - USATODAY.com
#,,USA TODAY: Latest World and US News  - USATODAY.com
,,USA TODAY: Latest World and US News  - USATODAY.com
https://www.wsj.com/articles/gary-cohn-backs-breaking-up-big-banks-1491491219,"White House’s Cohn, Ex-Goldman, Backs Breaking Up Big Banks","The Wall Street Journal & Breaking News, Business, Financial and Economic News, World News and Video"
https://www.wsj.com/articles/gary-cohn-backs-breaking-up-big-banks-1491491219,,"The Wall Street Journal & Breaking News, Business, Financial and Economic News, World News and Video"
https://www.wsj.com/articles/gary-cohn-backs-breaking-up-big-banks-1491491219,123,"The Wall Street Journal & Breaking News, Business, Financial and Economic News, World News and Video"
https://www.wsj.com/articles/march-jobs-report-could-be-under-the-weather-1491504375,March Jobs Report Could Be Under the Weather,"The Wall Street Journal & Breaking News, Business, Financial and Economic News, World News and Video"
https://www.wsj.com/articles/march-jobs-report-could-be-under-the-weather-1491504375,,"The Wall Street Journal & Breaking News, Business, Financial and Economic News, World News and Video"
https://www.wsj.com/news/world,World,"The Wall Street Journal & Breaking News, Business, Financial and Economic News, World News and Video"
https://www.wsj.com/articles/the-korean-war-never-ended-but-the-sports-diplomacy-continues-1491497251,"The Korean War Never Ended, but the Sports Diplomacy Continues","The Wall Street Journal & Breaking News, Business, Financial and Economic News, World News and Video"
http://profootballtalk.nbcsports.com/2017/04/06/trevone-boykin-arrested-for-second-time-in-11-days/?cid=eref:nbcnews:text,"
                            NBC Sports
                          ","NBC News - Breaking News & Top Stories - Latest World, US & Local News"
http://nba.nbcsports.com/2017/04/06/thabo-sefolosha-will-get-4-million-in-nypd-lawsuit?cid=eref:nbcnews:text,"
                        ,
                      ","NBC News - Breaking News & Top Stories - Latest World, US & Local News"
