link,title,site 
/news/world/explosions-german-soccer-team-bus-champions-league-match-injuring-player-n745276,"
                                    ,
                                  ","NBC News - Breaking News & Top Stories - Latest World, US & Local News"
/news/world,World,"NBC News - Breaking News & Top Stories - Latest World, US & Local News"
/news/us-news/ice-suspends-weekly-sanctuary-city-report-over-accuracy-concerns-n745246,"
                                        ,
                                      ","NBC News - Breaking News & Top Stories - Latest World, US & Local News"
/news/us-news/ice-suspends-weekly-sanctuary-city-report-over-accuracy-concerns-n745246,"
                                    ,
                                  ","NBC News - Breaking News & Top Stories - Latest World, US & Local News"
/news/us-news,U.S. news,"NBC News - Breaking News & Top Stories - Latest World, US & Local News"
https://twitter.com/united,,Google News
http://www.cnn.com/2017/04/11/opinions/united-airlines-overbooking-fiasco-simple-solution-opinion-moore/,,Google News
https://www.bostonglobe.com/business/2017/04/11/united-ceo-apologizes-for-horrific-event-promises-review-policies/J3EKTGIV6Hm9XgqjBgoqgK/story.html,,Google News
https://en.wikipedia.org/wiki/United_Airlines,,Google News
/news/more?ncl=detz3vYatFn4dMMpjcQ7qFFz67YsM&authuser=0&ned=us&topic=h,"See all 2,382 sources »",Google News
/news/section?cf=all&hl=en&pz=1&ned=us&q=United+Airlines&ict=clu_top," United Airlines »
",Google News
/news/section?cf=all&hl=en&pz=1&ned=us&q=Overselling&ict=clu_top," Overselling »
",Google News
https://www.washingtonpost.com/world/national-security/fbi-obtained-fisa-warrant-to-monitor-former-trump-adviser-carter-page/2017/04/11/620192ea-1e0e-11e7-ad74-3a742a6e93a7_story.html,,Google News
/news/rtc?ncl=dFjGgMuHlN7Bg1MQbDdlH6dx-sl0M&authuser=0&ned=us&topic=h,See realtime coverage,Google News
https://www.washingtonpost.com/world/national-security/fbi-obtained-fisa-warrant-to-monitor-former-trump-adviser-carter-page/2017/04/11/620192ea-1e0e-11e7-ad74-3a742a6e93a7_story.html,,Google News
/news/m/5f1a9b93-222f-335c-bd51-189a89d5b713/ss_a-man-was-forcibly-removed.html,,Yahoo News - Latest News & Headlines
/news/m/7cab12fb-8910-3c27-9da5-0010904d69fb/ss_united-airlines-feels-heat.html,,Yahoo News - Latest News & Headlines
/news/toshiba-utmost-avoid-tokyo-delisting-ceo-104835288--sector.html,Toshiba will do utmost to avoid Tokyo delisting - CEO,Yahoo News - Latest News & Headlines
/tech/troubled-toshiba-reports-unaudited-results-085658977.html,,Yahoo News - Latest News & Headlines
/news/m/b173600a-c102-3201-8f7f-cbe5f17e81a6/ss_late-and-great%3A-toshiba%E2%80%99s-woes.html,,Yahoo News - Latest News & Headlines
/news/disturbing-video-shows-man-being-144830994.html,Disturbing video shows man being forcibly removed from a United Airlines flight,Yahoo News - Latest News & Headlines
/news/united-incident-exposes-limited-rights-us-air-passengers-192419235.html,,Yahoo News - Latest News & Headlines
/news/united-passenger-forcibly-dragged-overbooked-143612813.html,,Yahoo News - Latest News & Headlines
/news/space-station-crew-touches-down-slideshow-wp-171749429.html,Space station crew touches down: NASA astronaut and Russian cosmonauts return to Earth,Yahoo News - Latest News & Headlines
/news/m/4290d4e7-ee04-30d6-b524-f135ff1ebb65/ss_watch-three-space-station.html,,Yahoo News - Latest News & Headlines
/news/u-russian-crew-lands-six-month-stay-space-131156913.html,,Yahoo News - Latest News & Headlines
/news/protester-viral-photo-embraces-woman-095020721.html,Protester in viral photo embraces woman she defended from Islamophobic abuse,Yahoo News - Latest News & Headlines
/news/recent-developments-surrounding-south-china-sea-050344556.html,Recent developments surrounding the South China Sea,Yahoo News - Latest News & Headlines
https://app.adjust.com/f8qm1x_8q69t7?campaign=NewHeader&amp;adgroup=Mobile&amp;creative=generic?INTCMP=apps_us_web_newheader,"
the guardian app
","News, sport and opinion from the Guardian's US edition | The Guardian"
https://www.theguardian.com/podcasts,"
podcasts
","News, sport and opinion from the Guardian's US edition | The Guardian"
https://www.theguardian.com/video,"
video
","News, sport and opinion from the Guardian's US edition | The Guardian"
https://www.theguardian.com/inpictures,"
pictures
","News, sport and opinion from the Guardian's US edition | The Guardian"
https://www.theguardian.com/crosswords,"
crosswords
","News, sport and opinion from the Guardian's US edition | The Guardian"
https://www.facebook.com/theguardian,"
,
Facebook
","News, sport and opinion from the Guardian's US edition | The Guardian"
https://twitter.com/guardian,"
,
Twitter
","News, sport and opinion from the Guardian's US edition | The Guardian"
https://www.theguardian.com/us-news,"
US
","News, sport and opinion from the Guardian's US edition | The Guardian"
http://www.washingtonpost.com/world/national-security/,National Security," Washington Post: National, World & D.C. Area News and Headlines - The Washington Post"
http://www.washingtonpost.com/blogs/worldviews/,WorldViews," Washington Post: National, World & D.C. Area News and Headlines - The Washington Post"
http://www.washingtonpost.com/news/checkpoint/,Checkpoint," Washington Post: National, World & D.C. Area News and Headlines - The Washington Post"
http://www.washingtonpost.com/business/,Business," Washington Post: National, World & D.C. Area News and Headlines - The Washington Post"
https://www.washingtonpost.com/news/wonk/,Wonkblog," Washington Post: National, World & D.C. Area News and Headlines - The Washington Post"
http://www.washingtonpost.com/business/on-leadership/,On Leadership," Washington Post: National, World & D.C. Area News and Headlines - The Washington Post"
https://www.washingtonpost.com/business/get-there/,Personal Finance," Washington Post: National, World & D.C. Area News and Headlines - The Washington Post"
http://www.washingtonpost.com/news/digger/,Digger," Washington Post: National, World & D.C. Area News and Headlines - The Washington Post"
https://www.washingtonpost.com/news/energy-environment/,Energy and Environment," Washington Post: National, World & D.C. Area News and Headlines - The Washington Post"
https://www.nytimes.com/2017/04/10/technology/fingerprint-security-smartphones-apple-google-samsung.html,"
            ,
            ,
        ","The New York Times - Breaking News, World News & Multimedia"
https://www.nytimes.com/pages/opinion/index.html,Opinion,"The New York Times - Breaking News, World News & Multimedia"
https://www.nytimes.com/2017/04/10/opinion/after-the-missiles-remember-the-syrian-refugees.html,"
            ,
            ,
        ","The New York Times - Breaking News, World News & Multimedia"
https://www.nytimes.com/section/insider,Times Insider,"The New York Times - Breaking News, World News & Multimedia"
https://www.nytimes.com/2017/04/10/insider/scotus-a-gloriously-predictable-beat-until-it-wasnt.html,"
            ,
            ,
        ","The New York Times - Breaking News, World News & Multimedia"
https://www.nytimes.com/section/nyregion,N.Y. / Region,"The New York Times - Breaking News, World News & Multimedia"
https://www.nytimes.com/2017/04/10/nyregion/closed-prisons-new-york.html,"
            ,
            ,
        ","The New York Times - Breaking News, World News & Multimedia"
https://www.nytimes.com/pages/opinion/index.html,Opinion,"The New York Times - Breaking News, World News & Multimedia"
https://www.nytimes.com/2017/04/10/opinion/how-the-chinese-navigate-urban-sprawl.html,"
            ,
            ,
        ","The New York Times - Breaking News, World News & Multimedia"
https://www.nytimes.com/section/sports/baseball,Baseball,"The New York Times - Breaking News, World News & Multimedia"
http://video.foxnews.com/v/5394558833001/?playlist_id=2114913880001,"
    , 
    ,
  ",Fox News - Breaking News Updates | Latest News Headlines | Photos & News Videos
http://video.foxnews.com/v/5394330749001/?playlist_id=2114913880001,"
    , 
    ,
  ",Fox News - Breaking News Updates | Latest News Headlines | Photos & News Videos
http://video.foxnews.com/v/5394537542001/?playlist_id=2114913880001,"
    , 
    ,
  ",Fox News - Breaking News Updates | Latest News Headlines | Photos & News Videos
http://video.foxnews.com/v/5394452606001/?playlist_id=2114913880001,"
    , 
    ,
  ",Fox News - Breaking News Updates | Latest News Headlines | Photos & News Videos
http://www.foxnews.com/health.html,Health,Fox News - Breaking News Updates | Latest News Headlines | Photos & News Videos
http://www.foxnews.com/health.html,Continue to Health,Fox News - Breaking News Updates | Latest News Headlines | Photos & News Videos
http://www.foxnews.com/health/2017/04/11/should-women-with-breast-cancer-opt-for-double-mastectomies.html,"
    , 
    ,
  ",Fox News - Breaking News Updates | Latest News Headlines | Photos & News Videos
http://www.foxnews.com/health/2017/04/11/man-charged-in-alleged-peanut-butter-hazing-at-michigan-frat-house.html,"
    , 
    ,
  ",Fox News - Breaking News Updates | Latest News Headlines | Photos & News Videos
http://www.foxnews.com/health/2017/04/11/hockey-community-rallies-for-connecticut-high-school-goalie-battling-cancer.html,"
    , 
    ,
  ",Fox News - Breaking News Updates | Latest News Headlines | Photos & News Videos
/author/frank-spring,"
",Breaking News and Opinion on The Huffington Post | The Huffington Post
http://www.huffingtonpost.com/entry/united-airlines-david-dao-and-the-way-we-blame_us_58ed48b9e4b0145a227cb942?cb&ncid=inblnkushpmg00000009,"
,
",Breaking News and Opinion on The Huffington Post | The Huffington Post
http://www.huffingtonpost.com/entry/donald-trumps-measured-response_us_58ed4b0ae4b081da6ad008ad?2uj&ncid=inblnkushpmg00000009,Donald Trump’s Response In Syria Was Anything But 'Measured',Breaking News and Opinion on The Huffington Post | The Huffington Post
/author/michael-winship,"
",Breaking News and Opinion on The Huffington Post | The Huffington Post
/author/michael-winship,"
",Breaking News and Opinion on The Huffington Post | The Huffington Post
http://www.huffingtonpost.com/entry/donald-trumps-measured-response_us_58ed4b0ae4b081da6ad008ad?2uj&ncid=inblnkushpmg00000009,"
,
",Breaking News and Opinion on The Huffington Post | The Huffington Post
http://www.huffingtonpost.com/entry/i-learned-the-hard-way-that-you-cant-take-a-vacation-from-grief_us_58ebe044e4b0c89f91208bb1?5dj&ncid=inblnkushpmg00000009,I Learned The Hard Way That You Can't Take A Vacation From Grief,Breaking News and Opinion on The Huffington Post | The Huffington Post
http://www.huffingtonpost.com/entry/i-learned-the-hard-way-that-you-cant-take-a-vacation-from-grief_us_58ebe044e4b0c89f91208bb1?5dj&ncid=inblnkushpmg00000009,"
,
",Breaking News and Opinion on The Huffington Post | The Huffington Post
http://www.huffingtonpost.com/entry/artist-who-has-autism-draws-entire-cities-from-memory_us_58ecf649e4b0ca64d9197bfa?hz8&ncid=inblnkushpmg00000009,Artist Who Has Autism Draws Entire Cities From Memory,Breaking News and Opinion on The Huffington Post | The Huffington Post
http://www.huffingtonpost.com/entry/artist-who-has-autism-draws-entire-cities-from-memory_us_58ecf649e4b0ca64d9197bfa?hz8&ncid=inblnkushpmg00000009,"
,
",Breaking News and Opinion on The Huffington Post | The Huffington Post
http://www.huffingtonpost.com/entry/a-tax-scam-even-trump-can-see-through_us_58ed46e9e4b0ea028d568dc2?fes&ncid=inblnkushpmg00000009,Carried Interest Is A Tax Scam Even Trump Can See Through,Breaking News and Opinion on The Huffington Post | The Huffington Post
/author/robert-greenwald,"
",Breaking News and Opinion on The Huffington Post | The Huffington Post
//money.cnn.com/technology/startups,Startups,"CNN - Breaking News, Latest News and Videos"
/style,,"CNN - Breaking News, Latest News and Videos"
/style/fashion,Fashion,"CNN - Breaking News, Latest News and Videos"
/style/design,Design,"CNN - Breaking News, Latest News and Videos"
/style/architecture,Architecture,"CNN - Breaking News, Latest News and Videos"
/style/arts,Arts,"CNN - Breaking News, Latest News and Videos"
/style/autos,Autos,"CNN - Breaking News, Latest News and Videos"
/style/luxury,Luxury,"CNN - Breaking News, Latest News and Videos"
/travel,Travel,"CNN - Breaking News, Latest News and Videos"
/specials/travel/best-of-travel,Best of Travel,"CNN - Breaking News, Latest News and Videos"
/specials/travel/sleep-eats,Sleeps + Eats,"CNN - Breaking News, Latest News and Videos"
/specials/travel/business-traveller,Business Travel,"CNN - Breaking News, Latest News and Videos"
/specials/travel/aviation-more,Aviation + Beyond,"CNN - Breaking News, Latest News and Videos"
/local/latest/#nt=oft02a-8li3,view all,"Los Angeles Times - California, national and world news - Los Angeles Times"
/local/lanow/#nt=oft02a-8li3,L.A. Now,"Los Angeles Times - California, national and world news - Los Angeles Times"
/local/lanow/la-me-chino-shooting-deputies-facebook-20170411-story.html#nt=oft02a-8li3,,"Los Angeles Times - California, national and world news - Los Angeles Times"
/local/lanow/#nt=oft02a-8li3,L.A. Now,"Los Angeles Times - California, national and world news - Los Angeles Times"
/local/lanow/la-me-ln-san-bernardino-school-shooting-north-park-20170411-story.html#nt=oft02a-8li3,,"Los Angeles Times - California, national and world news - Los Angeles Times"
/local/education/#nt=oft02a-8li3,Education,"Los Angeles Times - California, national and world news - Los Angeles Times"
/local/education/la-me-edu-talking-to-kids-about-north-park-20170411-story.html#nt=oft02a-8li3,,"Los Angeles Times - California, national and world news - Los Angeles Times"
/local/lanow/#nt=oft02a-8li3,L.A. Now,"Los Angeles Times - California, national and world news - Los Angeles Times"
/local/lanow/la-me-ln-san-bernardino-gunman-20170410-story.html#nt=oft02a-8li3,,"Los Angeles Times - California, national and world news - Los Angeles Times"
/local/lanow/#nt=oft02a-8li3,L.A. Now,"Los Angeles Times - California, national and world news - Los Angeles Times"
/local/lanow/la-me-ln-teen-dies-skitching-skateboard-trick-goes-wrong-20170410-story.html#nt=oft02a-8li3,,"Los Angeles Times - California, national and world news - Los Angeles Times"
/sport/football/39542727,"
                    
                    ,
                ","Home - BBC News,BBC News"
/sport/football/european,European Football,"Home - BBC News,BBC News"
/sport/football/39542727,Full article Juventus 3-0 Barcelona,"Home - BBC News,BBC News"
/sport/football/39542734,"
                    
                    ,
                ","Home - BBC News,BBC News"
/sport/football,Football,"Home - BBC News,BBC News"
/sport/football/39542734,Full article Foxes boss Shakespeare denies Ranieri rift,"Home - BBC News,BBC News"
/sport/athletics/39565762,"
                    
                    ,
                ","Home - BBC News,BBC News"
/sport/athletics,Athletics,"Home - BBC News,BBC News"
/sport/athletics/39565762,Full article Seven more Russian athletes cleared,"Home - BBC News,BBC News"
/ws/languages,BBC News in other languages,"Home - BBC News,BBC News"
/news/have_your_say,Share with BBC News,"Home - BBC News,BBC News"
mailto:avezvotreparlez@bbc.co.uk,haveyoursay@bbc.co.uk,"Home - BBC News,BBC News"
https://twitter.com/BBC_HaveYourSay,Twitter,"Home - BBC News,BBC News"
https://www.facebook.com/bbcnews,Facebook,"Home - BBC News,BBC News"
http://abcnews.go.com/Entertainment,"
                            Entertainment
                        ","ABC News – Breaking News, Latest News, Headlines & Videos"
http://abcnews.go.com/VR,"
                            Virtual Reality
                        ","ABC News – Breaking News, Latest News, Headlines & Videos"
#,"
                        ,
                        ,
                        ,
                    ","ABC News – Breaking News, Latest News, Headlines & Videos"
http://abcnews.go.com/Entertainment,"
                                        Entertainment
                                    ","ABC News – Breaking News, Latest News, Headlines & Videos"
http://abcnews.go.com/VR,"
                                        Virtual Reality
                                    ","ABC News – Breaking News, Latest News, Headlines & Videos"
http://abcnews.go.com/Health,"
                                        Health
                                    ","ABC News – Breaking News, Latest News, Headlines & Videos"
http://abcnews.go.com/Technology,"
                                        Tech
                                    ","ABC News – Breaking News, Latest News, Headlines & Videos"
http://abcnews.go.com/Blotter,"
                                        Investigative
                                    ","ABC News – Breaking News, Latest News, Headlines & Videos"
http://abcnews.go.com/Sports,"
                                        Sports
                                    ","ABC News – Breaking News, Latest News, Headlines & Videos"
http://abcnews.go.com/topics/news/weather.htm,"
                                        Weather
                                    ","ABC News – Breaking News, Latest News, Headlines & Videos"
http://disneyprivacycenter.com,,"ABC News – Breaking News, Latest News, Headlines & Videos"
http://www.wsj.com/news/business/law-legal,Law,"The Wall Street Journal & Breaking News, Business, Financial and Economic News, World News and Video"
http://www.wsj.com/news/business/industrial-services,Manufacturing,"The Wall Street Journal & Breaking News, Business, Financial and Economic News, World News and Video"
http://www.wsj.com/news/business/media-marketing,Media & Marketing,"The Wall Street Journal & Breaking News, Business, Financial and Economic News, World News and Video"
http://www.wsj.com/news/business/natural-resources,Natural Resources,"The Wall Street Journal & Breaking News, Business, Financial and Economic News, World News and Video"
http://www.wsj.com/news/business/retail-industry,Retail,"The Wall Street Journal & Breaking News, Business, Financial and Economic News, World News and Video"
http://www.wsj.com/news/cfo-journal,CFO Journal,"The Wall Street Journal & Breaking News, Business, Financial and Economic News, World News and Video"
http://www.wsj.com/news/cio-journal,CIO Journal,"The Wall Street Journal & Breaking News, Business, Financial and Economic News, World News and Video"
http://www.wsj.com/news/cmo-today,CMO Today,"The Wall Street Journal & Breaking News, Business, Financial and Economic News, World News and Video"
http://www.wsj.com/news/logistics-report,Logistics Report,"The Wall Street Journal & Breaking News, Business, Financial and Economic News, World News and Video"
http://www.wsj.com/news/risk-compliance-journal,Risk & Compliance,"The Wall Street Journal & Breaking News, Business, Financial and Economic News, World News and Video"
http://blogs.wsj.com/bankruptcy/,Bankruptcy Beat,"The Wall Street Journal & Breaking News, Business, Financial and Economic News, World News and Video"
,,USA TODAY: Latest World and US News  - USATODAY.com
,Sign in with Facebook,USA TODAY: Latest World and US News  - USATODAY.com
,Sign in with Google,USA TODAY: Latest World and US News  - USATODAY.com
http://www.usatoday.com/conversation-guidelines/index.html#signinfaq,Sign in FAQ,USA TODAY: Latest World and US News  - USATODAY.com
,,USA TODAY: Latest World and US News  - USATODAY.com
/story/news/nation-now/2017/04/11/san-bernardino-gunman-threatened-wife-but-no-one-predicted-school-shooting/100348398/,,USA TODAY: Latest World and US News  - USATODAY.com
/story/news/nation-now/2017/04/11/san-bernardino-gunman-threatened-wife-but-no-one-predicted-school-shooting/100348398/,,USA TODAY: Latest World and US News  - USATODAY.com
/story/news/nation-now/2017/04/11/san-bernardino-gunman-threatened-wife-but-no-one-predicted-school-shooting/100348398/,Read Story,USA TODAY: Latest World and US News  - USATODAY.com
/story/news/nation-now/2017/04/11/san-bernardino-school-shooting-survivor/100341554/,"Shooting victim recovering, watching cartoons",USA TODAY: Latest World and US News  - USATODAY.com
/story/news/nation-now/2017/04/10/san-bernardino-mourns-killing-teacher-and-8-year-old-student/100314112/,"Community mourns killing of teacher, 8-year-old student",USA TODAY: Latest World and US News  - USATODAY.com
#,,USA TODAY: Latest World and US News  - USATODAY.com
/story/news/nation-now/2017/04/11/teacher-aboard-united-flight-removed-students/100327772/,,USA TODAY: Latest World and US News  - USATODAY.com
/story/news/2017/04/11/you-tie-your-shoes-wrong/100341296/,,USA TODAY: Latest World and US News  - USATODAY.com
/news/us-news/domestic-violence-nearly-three-u-s-women-killed-every-day-n745166,"
                                        ,
                                      ","NBC News - Breaking News & Top Stories - Latest World, US & Local News"
/news/us-news/domestic-violence-nearly-three-u-s-women-killed-every-day-n745166,"
                                    ,
                                  ","NBC News - Breaking News & Top Stories - Latest World, US & Local News"
/news/us-news,U.S. news,"NBC News - Breaking News & Top Stories - Latest World, US & Local News"
/card/china-makes-cartoons-urge-citizens-turn-western-spies-n745301,"
                                        ,
                                      ","NBC News - Breaking News & Top Stories - Latest World, US & Local News"
/card/china-makes-cartoons-urge-citizens-turn-western-spies-n745301,"
                                      ,
                                    ,
                                  ","NBC News - Breaking News & Top Stories - Latest World, US & Local News"
/mach/space/hunt-planet-nine-here-s-how-join-it-n744776,"
                                        ,
                                      ","NBC News - Breaking News & Top Stories - Latest World, US & Local News"
/mach/space/hunt-planet-nine-here-s-how-join-it-n744776,"
                                    ,
                                  ","NBC News - Breaking News & Top Stories - Latest World, US & Local News"
/mach/space,Mach / Space,"NBC News - Breaking News & Top Stories - Latest World, US & Local News"
http://www.today.com/video/see-hero-doctor-peter-gold-watch-his-own-shooting-for-the-first-time-918572611939,"
                                          ,
                                        ","NBC News - Breaking News & Top Stories - Latest World, US & Local News"
,,Google News
/news/section?cf=all&hl=en&pz=1&ned=us&q=Federal+Bureau+of+Investigation&ict=clu_top," Federal Bureau of Investigation »
",Google News
/news/section?cf=all&hl=en&pz=1&ned=us&q=Carter+Page&ict=clu_top," Carter Page »
",Google News
"/news/section?cf=all&hl=en&pz=1&ned=us&q=Donald+Trump+presidential+campaign,+2016&ict=clu_top"," Donald Trump presidential campaign, 2016 »
",Google News
http://thehill.com/policy/cybersecurity/328399-report-fbi-granted-fisa-warrant-to-surveil-ex-trump-aide-carter-page,,Google News
http://www.thedailybeast.com/cheats/2017/04/11/trump-on-bannon-i-m-my-own-strategist.html,,Google News
http://www.9news.com.au/world/2017/04/12/10/27/the-fbi-have-been-secretly-monitoring-donald-trumps-political-advisor,,Google News
https://www.swissinfo.ch/eng/fbi-obtained-court-order-to-monitor-ex-trump-adviser-in-russia-probe--washington-post/43104070,,Google News
/news/more?ncl=dFjGgMuHlN7Bg1MQbDdlH6dx-sl0M&authuser=0&ned=us&topic=h,See all 40 sources »,Google News
/news/section?cf=all&hl=en&pz=1&ned=us&q=Federal+Bureau+of+Investigation&ict=clu_top," Federal Bureau of Investigation »
",Google News
/news/m/a40ba7df-7eb5-37f2-ba74-1c303aeacadb/ss_north-korea-threatens.html,,Yahoo News - Latest News & Headlines
/news/m/4c81ad73-e36e-3509-8f72-cca970ef7239/ss_trump-tweets-on-china%2C.html,,Yahoo News - Latest News & Headlines
/news/aspiring-rapper-eats-621-worth-153400266.html,"Aspiring Rapper Eats $621 Worth of Seafood, Then Jumps in the Sea to Beat the Check: Cops",Yahoo News - Latest News & Headlines
/news/m/07e4876a-3510-3a60-9f40-3da6195490e7/ss_australian-man-swam-away-from.html,,Yahoo News - Latest News & Headlines
/news/australian-rapper-apos-attempted-swim-162245555.html,,Yahoo News - Latest News & Headlines
/news/trump-gives-tax-overhaul-plan-180107646.html,Trump Gives up On Tax Overhaul Plan,Yahoo News - Latest News & Headlines
/news/did-russia-know-syria-gas-150250548.html,,Yahoo News - Latest News & Headlines
/news/m/d1c28768-e660-3ac3-9708-9e3bcd96e917/ss_white-house-calls-russian.html,,Yahoo News - Latest News & Headlines
/news/niger-troops-kill-57-boko-haram-fighters-security-181247135.html,Niger troops kill 57 Boko Haram fighters: security sources,Yahoo News - Latest News & Headlines
/news/niger-forces-kill-dozens-boko-043838723.html,,Yahoo News - Latest News & Headlines
/news/m/a2b1c747-f567-3a32-ac55-b6f6cba2578e/ss_niger-forces-kill-57-members.html,,Yahoo News - Latest News & Headlines
/news/ford-hybrid-police-car-catches-slideshow-wp-123845870.html,"Ford hybrid police car: Catches bad guys, saves gas too",Yahoo News - Latest News & Headlines
/news/lapd-unveils-pursuit-rated-ford-232514283.html,,Yahoo News - Latest News & Headlines
https://www.theguardian.com/world,"
world
","News, sport and opinion from the Guardian's US edition | The Guardian"
https://www.theguardian.com/us-news/us-politics,"
US politics
","News, sport and opinion from the Guardian's US edition | The Guardian"
https://www.theguardian.com/us/business,"
business
","News, sport and opinion from the Guardian's US edition | The Guardian"
https://www.theguardian.com/science,"
science
","News, sport and opinion from the Guardian's US edition | The Guardian"
https://www.theguardian.com/football,"
soccer
","News, sport and opinion from the Guardian's US edition | The Guardian"
https://profile.theguardian.com/signin?INTCMP=DOTCOM_HEADER_SIGNIN,"
,
,
","News, sport and opinion from the Guardian's US edition | The Guardian"
,Comment activity,"News, sport and opinion from the Guardian's US edition | The Guardian"
https://profile.theguardian.com/public/edit,Edit profile,"News, sport and opinion from the Guardian's US edition | The Guardian"
https://profile.theguardian.com/email-prefs,Email preferences,"News, sport and opinion from the Guardian's US edition | The Guardian"
https://profile.theguardian.com/password/change,Change password,"News, sport and opinion from the Guardian's US edition | The Guardian"
http://washpost.bloomberg.com/market-news/,Markets," Washington Post: National, World & D.C. Area News and Headlines - The Washington Post"
http://www.washingtonpost.com/business/on-small-business/,On Small Business," Washington Post: National, World & D.C. Area News and Headlines - The Washington Post"
http://washpost.bloomberg.com/worldbusiness/,World Business," Washington Post: National, World & D.C. Area News and Headlines - The Washington Post"
http://www.washingtonpost.com/business/capital-business/,Capital Business," Washington Post: National, World & D.C. Area News and Headlines - The Washington Post"
http://www.washingtonpost.com/business/technology/,Tech," Washington Post: National, World & D.C. Area News and Headlines - The Washington Post"
http://www.washingtonpost.com/news/innovations/,Innovations," Washington Post: National, World & D.C. Area News and Headlines - The Washington Post"
http://www.washingtonpost.com/blogs/the-switch/,The Switch," Washington Post: National, World & D.C. Area News and Headlines - The Washington Post"
http://www.washingtonpost.com/lifestyle/,Lifestyle," Washington Post: National, World & D.C. Area News and Headlines - The Washington Post"
https://www.washingtonpost.com/news/arts-and-entertainment/,Arts and Entertainment," Washington Post: National, World & D.C. Area News and Headlines - The Washington Post"
http://www.washingtonpost.com/lifestyle/advice/,Advice," Washington Post: National, World & D.C. Area News and Headlines - The Washington Post"
https://www.washingtonpost.com/pb/people/carolyn-hax/,Carolyn Hax," Washington Post: National, World & D.C. Area News and Headlines - The Washington Post"
http://www.washingtonpost.com/food/,Food," Washington Post: National, World & D.C. Area News and Headlines - The Washington Post"
https://www.nytimes.com/2017/04/10/sports/baseball/new-york-yankees-home-opener.html,"
            ,
            ,
        ","The New York Times - Breaking News, World News & Multimedia"
https://www.nytimes.com/pages/your-money/index.html,Your Money,"The New York Times - Breaking News, World News & Multimedia"
https://www.nytimes.com/2017/04/10/your-money/regrets-you-have-a-few-dont-beat-yourself-up-over-them.html,"
            ,
            ,
        ","The New York Times - Breaking News, World News & Multimedia"
https://www.nytimes.com/pages/opinion/index.html,Opinion,"The New York Times - Breaking News, World News & Multimedia"
https://www.nytimes.com/2017/04/10/opinion/how-i-learned-to-take-the-sat-like-a-rich-kid.html,"
            ,
            ,
        ","The New York Times - Breaking News, World News & Multimedia"
https://www.nytimes.com/pages/business/index.html,Business Day,"The New York Times - Breaking News, World News & Multimedia"
https://www.nytimes.com/2017/04/10/business/general-motors-stock-valuation.html,"
            ,
            ,
        ","The New York Times - Breaking News, World News & Multimedia"
http://www.nytimes.com/pages/world/index.html,World »,"The New York Times - Breaking News, World News & Multimedia"
https://www.nytimes.com/2017/04/11/world/europe/a-womans-death-sorting-grapes-exposes-italys-slavery.html,"

                    ,
        
        ,
    ","The New York Times - Breaking News, World News & Multimedia"
https://www.nytimes.com/interactive/2017/04/11/world/europe/uk-london-brexit.html,"
            Will London Fall?        ","The New York Times - Breaking News, World News & Multimedia"
https://www.nytimes.com/2017/04/11/world/europe/russia-putin-trump.html,"
            News Analysis: Trump’s Shift on Russia Brings Geopolitical Whiplash        ","The New York Times - Breaking News, World News & Multimedia"
http://www.foxnews.com/health/2017/04/11/virginia-bomb-techs-make-beeping-easter-eggs-for-visually-impaired-kids.html,"
    , 
    ,
  ",Fox News - Breaking News Updates | Latest News Headlines | Photos & News Videos
http://www.foxnews.com/opinion.html,Opinion,Fox News - Breaking News Updates | Latest News Headlines | Photos & News Videos
http://www.foxnews.com/opinion.html,Continue to Opinion,Fox News - Breaking News Updates | Latest News Headlines | Photos & News Videos
http://www.foxnews.com/opinion/2017/04/11/gary-cohn-fellow-democrats-threaten-to-squash-trump-agenda.html,,Fox News - Breaking News Updates | Latest News Headlines | Photos & News Videos
http://www.foxnews.com/person/p/liz-peek.html,,Fox News - Breaking News Updates | Latest News Headlines | Photos & News Videos
http://www.foxnews.com/person/p/liz-peek.html,Liz Peek,Fox News - Breaking News Updates | Latest News Headlines | Photos & News Videos
http://www.foxnews.com/opinion/2017/04/11/how-united-airlines-could-take-customer-service-lesson-from-delta.html,,Fox News - Breaking News Updates | Latest News Headlines | Photos & News Videos
http://www.foxnews.com/opinion/2017/04/11/judith-miller-trump-egypt-and-future.html,,Fox News - Breaking News Updates | Latest News Headlines | Photos & News Videos
http://www.foxnews.com/person/m/judith-miller.html,,Fox News - Breaking News Updates | Latest News Headlines | Photos & News Videos
http://www.foxnews.com/person/m/judith-miller.html,Judith Miller,Fox News - Breaking News Updates | Latest News Headlines | Photos & News Videos
/author/robert-greenwald,"
",Breaking News and Opinion on The Huffington Post | The Huffington Post
/author/charles-khan,"
",Breaking News and Opinion on The Huffington Post | The Huffington Post
http://www.huffingtonpost.com/entry/a-tax-scam-even-trump-can-see-through_us_58ed46e9e4b0ea028d568dc2?fes&ncid=inblnkushpmg00000009,"
,
",Breaking News and Opinion on The Huffington Post | The Huffington Post
http://www.huffingtonpost.com/entry/the-history-of-psychiatry-and-gay-conversion-therapy_us_58ed4ed4e4b0ea028d568dcd?k7c&ncid=inblnkushpmg00000009,The History Of Psychiatry And Gay Conversion Therapy,Breaking News and Opinion on The Huffington Post | The Huffington Post
/author/zac-thompson,"
",Breaking News and Opinion on The Huffington Post | The Huffington Post
